"id","team","token_name"
"24808","Vadim Grinchuk","Truegame"
"24809","Aleksei Seleznev","Truegame"
"24810","Mirlan Jelamanov","Truegame"
"24811","Nikita Shchuvatov","Truegame"
"24812","Tatiana Munteanu","Truegame"
"24813","Viktor Petukhov","Truegame"
"24814","Carmel Said","Truegame"
"24815","Shivank Shekhar","Truegame"
"24816","Liudmila Varavina","Truegame"
"24817","Denis Snitserev","Truegame"
"24818","Dmitry Shchuvatov","Truegame"
"24819","Dmitry Danilov","Truegame"
"24820","Bjorn Lestrud","Ponder Gold"
"24821","Satya K","Ponder Gold"
"24822","Deepak Rao","Ponder Gold"
"24823","Daniel Kim","Ponder Gold"
"24824","Londynn Metten","Ponder Gold"
"24825","Tianqi Wang","Ponder Gold"
"24826","Vladimir Ryhlitskiy","Ponder Gold"
"24827","Elliot Yan","Ponder Gold"
"24828","Dan Flanegan","Ponder Gold"
"24829","Patrick Maxwell","Ponder Gold"
"24830","Hooman Imani","Ponder Gold"
"24831","Manshu Agarwal","Ponder Gold"
"24832","Deborah Weinswig","Trivver"
"24833","Andy Williams","Trivver"
"24834","Worth Probst","Trivver"
"24835","Joe Percival","Trivver"
"24836","Annaliese Train","Trivver"
"24837","Cheryl Aday","Trivver"
"24838","Simon Keating","Trivver"
"24839","Kevin Conroy","Trivver"
"24840","Alan Haft","Trivver"
"24841","Joel LaMontagne","Trivver"
"24842","Frank Lee","Ladder Network Token"
"24843","Tony Xu","Ladder Network Token"
"24844","Joey Chang","Ladder Network Token"
"24845","Shin Wan Jon","Ladder Network Token"
"24846","Rajiv Naidoo","DigitalBits"
"24847","Michael Luckhoo","DigitalBits"
"24848","Al Burgio","DigitalBits"
"24849","Elliot Feeny","Po.et"
"24850","Jeremy Kandah","Po.et"
"24851","Max Bronstein","Po.et"
"24852","Pat Riley","Po.et"
"24853","Patricio Mosse","Po.et"
"24854","Lautaro Dragan","Po.et"
"24855","Shane Chang","Bodhi [ETH]"
"24856","Henry","Bodhi [ETH]"
"24857","Alex Cory","Bodhi [ETH]"
"24858","Li Li","Bodhi [ETH]"
"24859","Deric Walintukan","Bodhi [ETH]"
"24860","Xiahong Lin","Bodhi [ETH]"
"24861","Donghoon Kim","MACH Project"
"24862","Dongyoung Seo","MACH Project"
"24863","Steve Sung","MACH Project"
"24864","Solomon Choi","MACH Project"
"24865","Pranav Burnwal","Cher Ecocity"
"24866","Ashkay Binaykiya","Cher Ecocity"
"24867","Sachin Bhargava","Cher Ecocity"
"24868","Dick Young","Cher Ecocity"
"24869","Leslie Netto","Cher Ecocity"
"24870","Terry Moraska","Cher Ecocity"
"24871","Dr Peter Kremser","Cher Ecocity"
"24872","Dr William Boyd","Cher Ecocity"
"24873","Dr Mick Turlbeck","Cher Ecocity"
"24874","Wilson Chin","Cher Ecocity"
"24875","Ainars Kumpins","ICO Pass"
"24876","Magnuss Karklins","ICO Pass"
"24877","Ingermars Asmanis","ICO Pass"
"24878","Janis Graubins","ICO Pass"
"24879","Gints Kirsteins","ICO Pass"
"24880","Janis Kirsteins","ICO Pass"
"24881","Yuri Scholte","Seal Network"
"24882","Desley Mooij","Seal Network"
"24883","Kian Ghiri","Seal Network"
"24884","Joël Happé","Seal Network"
"24885","Stephanie Mulder","Seal Network"
"24886","Michael de Blok","Seal Network"
"24887","Ilya Rool","Seal Network"
"24888","Joris Verschoor","Seal Network"
"24889","Bart Verschoor","Seal Network"
"24890","Tingxi Tan","Kambria"
"24891","Jared Go","Kambria"
"24892","Dr. Thuc Vu","Kambria"
"24893","Mark Ludy","Elementeum"
"24894","Curran Mulvihill","Elementeum"
"24895","Ankit Jain","Bulltoken"
"24896","Abhinav Rawat","Bulltoken"
"24897","Bhawna Gupta Singh","Bulltoken"
"24898","Glenn Eivindson","Bulltoken"
"24899","Sofie Stuen Bennia","Bulltoken"
"24900","Ashish Gupta","Bulltoken"
"24901","Henrik Holter","Bulltoken"
"24902","Manish Gupta","Bulltoken"
"24903","Louie Procopio","Bulltoken"
"24904","Tormod Lindøe","Bulltoken"
"24905","Espen Moen Kvelland","Bulltoken"
"24906","Raymond Øverlie","Bulltoken"
"24907","Grachya Pogosyan","MonsterBit"
"24908","Vitaliy Lebedev","MonsterBit"
"24909","Vladimir Sundupey","MonsterBit"
"24910","Alex Yalunin","MonsterBit"
"24911","Ivan Gladyshev","MonsterBit"
"24912","Ilya Vinnikov","MonsterBit"
"24913","Artur Teregulov","MonsterBit"
"24914","Sanggyun Park","MyCreditChain"
"24915","Uno, Nam","MyCreditChain"
"24916","Namesuk Choi","MyCreditChain"
"24917","Chulwoo Jung","MyCreditChain"
"24918","Hoshik Choi","MyCreditChain"
"24919","Kiseung Nam","MyCreditChain"
"24920","Ingyu Jung","MyCreditChain"
"24921","Donggun Lee","MyCreditChain"
"24922","Sangho Kim","MyCreditChain"
"24923","Jongyoung Moon","MyCreditChain"
"24924","Woosik Kim","MyCreditChain"
"24925","Jaebong Yang","MyCreditChain"
"24926","Armen Beglaryan","Prometeus"
"24927","Sergey Bryukov","Prometeus"
"24928","Arthur Suilin","Prometeus"
"24929","Fabio Luiz de Lima","BitGuild PLAT"
"24930","Lin Lu","BitGuild PLAT"
"24931","Sean Keith","BitGuild PLAT"
"24932","Roy van Kaathoven","BitGuild PLAT"
"24933","Curtis Chiu","BitGuild PLAT"
"24934","Jared Psigoda","BitGuild PLAT"
"24935","Simon Dixon","Atomic Wallet Coin"
"24936","Charlie Shrem","Atomic Wallet Coin"
"24937","Konstantin Gladych","Atomic Wallet Coin"
"24938","Thomas Eskesen","300cubits"
"24939","Kai Lung Hui","300cubits"
"24940","David Yeung","300cubits"
"24941","Kant Chan","300cubits"
"24942","Hong Chan","300cubits"
"24943","Tim Choy","300cubits"
"24944","Eugene Kim","300cubits"
"24945","Jonathan Lee","300cubits"
"24946","Johnson Leung","300cubits"
"24947","Aidan Proctor","Afriikoin"
"24948","Alastair Bateman","Afriikoin"
"24949","Brent Briggs","Afriikoin"
"24950","Michael Sanders","Afriikoin"
"24951","Stella Nakato","Afriikoin"
"24952","Matthew Proctor","Afriikoin"
"24953","Nigel Hughes","Noizchain"
"24954","Kelvin Cheung","Noizchain"
"24955","Andy Ann","Noizchain"
"24956","Krzysztof Tomczyk","Sint"
"24957","Dorota Jadwiszczok","Sint"
"24958","Mateusz Dałek","Sint"
"24959","Łukasz Pawlak","Sint"
"24960","Mateusz Urbański","Sint"
"24961","Alexander Gos","Sint"
"24962","Szczepan Urbański","Sint"
"24963","Marta Kubiatowicz","Sint"
"24964","Paweł Augustyniak","Sint"
"24965","Rafał Niewiadomski","Sint"
"24966","Ashutosh Tiwari","AuthenticID"
"24967","Kiran Kumar Tadaka","AuthenticID"
"24968","Allison Cassara","AuthenticID"
"24969","Stephen Thwaits","AuthenticID"
"24970","Shawn Firminger","AuthenticID"
"24971","Ric Merrifield","AuthenticID"
"24972","Jon Busey","AuthenticID"
"24973","Todd Reeves","AuthenticID"
"24974","Richard A. Huber Jr.","AuthenticID"
"24975","Jeff S. Jani","AuthenticID"
"24976","Blair Cohen","AuthenticID"
"24977","R. Bruce Reeves","AuthenticID"
"24978","Alex Rupprecht","Mercury Protocol"
"24979","Elliot Sperling","Mercury Protocol"
"24980","Alex Moir","Mercury Protocol"
"24981","Igor Shpitalnik","Mercury Protocol"
"24982","Rohit Kotian","Mercury Protocol"
"24983","Ryan Ozonian","Mercury Protocol"
"24984","Dmitriy Shevchenko","Snovian.Space"
"24985","Yuri Arendar","Snovian.Space"
"24986","Daria Shevchenko","Snovian.Space"
"24987","Rodion Yaremenko","Snovian.Space"
"24988","Alexander Zhadko","Snovian.Space"
"24989","Alexis Kratko","Snovian.Space"
"24990","Hui Tuo","YouLive Coin"
"24991","Tang Hui","YouLive Coin"
"24992","Sun Lang","YouLive Coin"
"24993","Yang Chi","YouLive Coin"
"24994","Alexander Vinogradov","Raison"
"24995","Victor Mishin","Raison"
"24996","Kirill Kovalenko","Raison"
"24997","Evgeny Lamekhov","Raison"
"24998","Elena Romanova","Raison"
"24999","Andrey Gordeychuk","Raison"
"25000","Waldemar Karcher","Raison"
"25001","Alexey Martynov","Raison"
"25002","Nikolay Kondratov","Raison"
"25003","Andrey Kononykhin","Raison"
"25004","Alexander Zaytsev","Raison"
"25005","Andrey Berezin","Raison"
"25006","Shannon Wu","Bloom"
"25007","John Backus","Bloom"
"25008","Alain Meier","Bloom"
"25009","Daniel Maren","Bloom"
"25010","Ryan Faber","Bloom"
"25011","Jesse Leimgruber","Bloom"
"25012","Artiom Rapinchuk","Darico Ecosystem Coin"
"25013","Elliott White","Darico Ecosystem Coin"
"25014","Alexei Strasser","Darico Ecosystem Coin"
"25015","Victor Yunenko","Darico Ecosystem Coin"
"25016","Chris Bernat","Darico Ecosystem Coin"
"25017","Gerti Sterling","Darico Ecosystem Coin"
"25018","Kirsten Morel","Darico Ecosystem Coin"
"25019","Kelly Stafford","Darico Ecosystem Coin"
"25020","Mario Colombo","Darico Ecosystem Coin"
"25021","Luke Szkudlarek","Darico Ecosystem Coin"
"25022","Liwaa Chehayeb","Darico Ecosystem Coin"
"25023","Mojtaba Asadian","Darico Ecosystem Coin"
"25024","Ravi Madhira","CGC Token"
"25025","Joakim Holmer","CGC Token"
"25026","Anusha Anandan","CGC Token"
"25027","Wai Leong Wan","CGC Token"
"25028","Edward Dzhamgaryan","CGC Token"
"25029","Ruchali Dodderi","CGC Token"
"25030","Anders Larsson","CGC Token"
"25031","Petter Sehlin","CGC Token"
"25032","David Drake","CGC Token"
"25033","Bikash Saha","CGC Token"
"25034","Akshay Mehra","CGC Token"
"25035","F. Monserrat","Jobchain"
"25036","M. Kern","Jobchain"
"25037","D. Garcia","Jobchain"
"25038","P. Isaac","Jobchain"
"25039","Z. Mukthasov","Jobchain"
"25040","J. Bay","Jobchain"
"25041","David Mei","HitChain"
"25042","Jerry Li","HitChain"
"25043","Nick Ma","HitChain"
"25044","Leon Li","HitChain"
"25045","Khee Joo Tan","HitChain"
"25046","Jiang Li","HitChain"
"25047","Jan Van den Broeck MA","Curio"
"25048","Vladimir Kislinskii BSc","Curio"
"25049","Valerie Halter","Curio"
"25050","Fernando Verboonen MSc","Curio"
"25051","Stuart Hoegner","Tether Gold"
"25052","Giancarlo Devasini","Tether Gold"
"25053","JL Van Der Velde","Tether Gold"
"25054","Larry Eliemenye","Ellcrys"
"25055","Damilare Akinlaja","Ellcrys"
"25056","Dave Ozoalor","Ellcrys"
"25057","Usman Amusat","Ellcrys"
"25058","Elvis Chidera","Ellcrys"
"25059","Odion Olumhense","Ellcrys"
"25060","Kennedy Idialu","Ellcrys"
"25061","Benjamin McDermott","xDAC"
"25062","Michael Marquis","xDAC"
"25063","Alex Harmash","xDAC"
"25064","Dmytro Stepanenko","xDAC"
"25065","Sergey Anpilogov","xDAC"
"25066","Eric Stone","xDAC"
"25067","Oskar Duris","xDAC"
"25068","Shai Kritz","Saga"
"25069","Ron Sabo, PhD","Saga"
"25070","Roy Eshkol","Saga"
"25071","Barry Topf","Saga"
"25072","Yaron Shalem","Saga"
"25073","Keren Orian Nadel","Saga"
"25074","Ido Sadeh Man","Saga"
"25075","Delton Rhodes","ShowHand"
"25076","Chuck Yang","ShowHand"
"25077","William Lawrence","ShowHand"
"25078","Sachin Rana","ShowHand"
"25079","Mister White","ShowHand"
"25080","Tom Cheung","ShowHand"
"25081","Jung Woojin","ROMToken"
"25082","Kang Hwanbeom","ROMToken"
"25083","Hee Seob Song","ROMToken"
"25084","WeiChun Sun(Dan)","ROMToken"
"25085","MJ Go","ROMToken"
"25086","Sang Jun Ahn","ROMToken"
"25087","Itamar Weizman","Cool Cousin"
"25088","Shachar Cotani","Cool Cousin"
"25089","Nadav Saadia","Cool Cousin"
"25090","Gil Azrielant","Cool Cousin"
"25091","Itay Nagler","Cool Cousin"
"25092","Ryakhovski V. M.","SiOcoin"
"25093","Moiseenko V. G.","SiOcoin"
"25094","Alexey Rakov","SiOcoin"
"25095","Alexander Dmitriev","SiOcoin"
"25096","Anton Zhukov","SiOcoin"
"25097","Peresvetov Ratibor","SiOcoin"
"25098","Renat Kurmaleev","SiOcoin"
"25099","Vladislav Sudin","SiOcoin"
"25100","Ching-Wen Yang","Mithril"
"25101","Yvonne Chen","Mithril"
"25102","Chiao-Yen Chang","Mithril"
"25103","Alex Huang","Mithril"
"25104","Li-Chun Yang","Mithril"
"25105","Roy Lin","Mithril"
"25106","Jeffrey Huang","Mithril"
"25107","Galen Danziger","Lendroid Support Token"
"25108","Vii Sundaram","Lendroid Support Token"
"25109","Patrick McLain","Lendroid Support Token"
"25110","Supriya Vasu","Lendroid Support Token"
"25111","Franca Ciambella","Lendroid Support Token"
"25112","Paul Martens","Lendroid Support Token"
"25113","Vignesh Sundaresan","Lendroid Support Token"
"25114","Elliot Bradley","The Dibbs ICO"
"25115","Tricia Pasley","The Dibbs ICO"
"25116","Jason Amir","The Dibbs ICO"
"25117","Jared Taheer","The Dibbs ICO"
"25118","Chris Donovan","The Dibbs ICO"
"25119","Benn Olsen","The Dibbs ICO"
"25120","Dorijan Palić","Beyond Seen Screen"
"25121","Ante Jukić","Beyond Seen Screen"
"25122","Saba Stančič","Beyond Seen Screen"
"25123","Zvonimir Košćak","Beyond Seen Screen"
"25124","Oleg Weisz","Beyond Seen Screen"
"25125","Juanluis Lozano","Beyond Seen Screen"
"25126","Drago Špoljarić","Beyond Seen Screen"
"25127","Goran Repinc","Beyond Seen Screen"
"25128","Mark G. Davis","Beyond Seen Screen"
"25129","Vanja Čas","Beyond Seen Screen"
"25130","Krešimir Puljić","Beyond Seen Screen"
"25131","Miroslav Zarić","Beyond Seen Screen"
"25132","Mario Drevenšek","Beyond Seen Screen"
"25133","Marta Kuzmickaitė","Mysterium"
"25134","Šarūnas Savickas","Mysterium"
"25135","Vitas Civilis","Mysterium"
"25136","Valdas Petrulis","Mysterium"
"25137","Paulius Mozuras","Mysterium"
"25138","Robertas Visinskis","Mysterium"
"25139","Brett Brodbeck","Vanig"
"25140","Lars Lima","Vanig"
"25141","Don Quartiere","Vanig"
"25142","Geofrey Rainey","Vanig"
"25143","Philip Abraham","Vanig"
"25144","Dan Ramirez","Vanig"
"25145","Vinodh KR","Vanig"
"25146","Prem Sekaran","Vanig"
"25147","Neva Omerzu","SportyFi"
"25148","Soni Makarovic","SportyFi"
"25149","Mitja Ribic","SportyFi"
"25150","Romina Kavcic","SportyFi"
"25151","Sladana Cevriz","SportyFi"
"25152","Blaz Carli","SportyFi"
"25153","Amir Huskic","SportyFi"
"25154","Tomaz Cepon","SportyFi"
"25155","Simon Zgavec","SportyFi"
"25156","Marko Filej","SportyFi"
"25157","Christy Barnish","Propify"
"25158","Andrew Tregenza","Propify"
"25159","Joel Leslie","Propify"
"25160","Stephen Sharry","Propify"
"25161","Ksenia Kraevskaya","AdHive"
"25162","Alena Vinokurova","AdHive"
"25163","Denis Dymont","AdHive"
"25164","Denis Vorobev","AdHive"
"25165","Kristina Kurapova","AdHive"
"25166","Ivan Kotov","AdHive"
"25167","Dmitry Romanov","AdHive"
"25168","Larry Christopher Bates","AdHive"
"25169","Alexandr Kuzmin","AdHive"
"25170","Vadim Budaev","AdHive"
"25171","Dmitry Malyanov","AdHive"
"25172","i-Chan Huang","USDQ"
"25173","Francis Menkes","RefToken"
"25174","Beppe Karlsson","RefToken"
"25175","Johan Gudmundsson","RefToken"
"25176","Manuel Granados","RefToken"
"25177","Alexander Anter","RefToken"
"25178","Jan Sammut","RefToken"
"25179","Janis Treibergs","Cryder"
"25180","Dmitry Zolkevic","Cryder"
"25181","Arthur Zujs","Cryder"
"25182","Arthur Taranda","Cryder"
"25183","Dmitry Dmitriev","Cryder"
"25184","Michael Luong","New Era Energy"
"25185","Loh Zheng Rong","New Era Energy"
"25186","Daniel Shen","New Era Energy"
"25187","Christopher Kou","New Era Energy"
"25188","Charlene Bautista","New Era Energy"
"25189","Rakhee Pal","New Era Energy"
"25190","Arseniy Kucherenko","New Era Energy"
"25191","Nguyen Tran","New Era Energy"
"25192","Sharon Lourdes Paul","New Era Energy"
"25193","Leonard Ng","New Era Energy"
"25194","Andy Tan","New Era Energy"
"25195","Tuan Pham (Alex)","New Era Energy"
"25196","Rivers Plasketes","FOAM"
"25197","Irakli Safareli","FOAM"
"25198","Brandon Goblirsch","FOAM"
"25199","Ilya Ostrovskiy","FOAM"
"25200","Arthur Röing Baer","FOAM"
"25201","Martin Allen","FOAM"
"25202","Katya Zavyalova","FOAM"
"25203","Kristoffer Josefsson","FOAM"
"25204","Ryan John King","FOAM"
"25205","Fan Qi Fei","Whole Network"
"25206","Quan Dao Ji","Whole Network"
"25207","Qiao Li","Whole Network"
"25208","Victor Gao","Whole Network"
"25209","Tony Wong","Network Units"
"25210","Shivangni Singh","Network Units"
"25211","Brad Burns","Network Units"
"25212","Dan Shirazi","Network Units"
"25213","Simon Studd","Titanium BAR"
"25214","Daniel Bereczki","Titanium BAR"
"25215","Martha Breed","Titanium BAR"
"25216","Richard Silver","Titanium BAR"
"25217","Micheal Stollaire","Titanium BAR"
"25218","Vishal Bhardwaj","GladAge"
"25219","Jitendra Thawani","GladAge"
"25220","Natasha","GladAge"
"25221","Anat Malkin","GladAge"
"25222","Shmuel Kaner","GladAge"
"25223","Danny Wirken","GladAge"
"25224","Evan Luthra","GladAge"
"25225","Ken Huang","GladAge"
"25226","Shane Rushent","GladAge"
"25227","Reaven D'Souza","GladAge"
"25228","Sunny Kapoor","GladAge"
"25229","Ross Przybylski","Egretia"
"25230","Yin Ma","Egretia"
"25231","Dirk Meyer","Egretia"
"25232","Peter Huang","Egretia"
"25233","Rinat Khatipov","Izetex"
"25234","Aydar Nigmatzhanov","Izetex"
"25235","Roman Varnava","Izetex"
"25236","Alexandr Orekhov","Izetex"
"25237","Katerina Akulshina","Izetex"
"25238","Anna Blinova","Izetex"
"25239","Nikita Kuptsov","Izetex"
"25240","Konstantin Kurilov","Izetex"
"25241","Denis Ershov","Izetex"
"25242","Artem Gordov","Izetex"
"25243","Alexander Gryaznov","Izetex"
"25244","Alexey Studnev","Izetex"
"25245","Alexey Zagainov","Izetex"
"25246","Faisal Rizaldy","Waletoken"
"25247","Dany Anjasmoro","Waletoken"
"25248","Muhammad Faridl","Waletoken"
"25249","Agus Sugiyanto","Waletoken"
"25250","Gunnar Skoog","Nexxo"
"25251","Nebil Ben Aissa","Nexxo"
"25252","Takaro Harada","CitiOs"
"25253","Kailash Raghuwanshi","CitiOs"
"25254","Robert Choi","CitiOs"
"25255","Manas Ronghe","CitiOs"
"25256","Mohamed Zenk","Dether"
"25257","Mamadou Ba","Dether"
"25258","Romain Hochard","Dether"
"25259","Ishak Leghlam","Dether"
"25260","Pacien Boisson","Dether"
"25261","Nicolas Wagner","Dether"
"25262","Mehdi Amari","Dether"
"25263","Hamid Benyahia","Dether"
"25264","Vu Truong Ca","Lina"
"25265","MItchell Pham","Lina"
"25266","Cyprian Kowalczyk","European Crypto Bank"
"25267","Matthew Clark","European Crypto Bank"
"25268","Sandrine Favre","European Crypto Bank"
"25269","Mikaël Misard","European Crypto Bank"
"25270","Olivier Forgues","European Crypto Bank"
"25271","Liudmyla Kryvko","TruePlay"
"25272","Ilya Gnoensky","TruePlay"
"25273","Nikita Rogoviy","TruePlay"
"25274","Rodion Besedin","TruePlay"
"25275","Oleksii Ragozin","TruePlay"
"25276","Dmitriy Shvets","TruePlay"
"25277","Stanislav Makarchuk","TruePlay"
"25278","Oleksiy Mageramov","TruePlay"
"25279","Najin Kim","MineBee"
"25280","Ha Chun","MineBee"
"25281","Isaac Choi","MineBee"
"25282","Ik-kwon Bae","MineBee"
"25283","Joe Szeto","Colletrix"
"25284","Comver Liang","Colletrix"
"25285","Raymond Hung","Colletrix"
"25286","Michael Young","Colletrix"
"25287","Robert Tran","Colletrix"
"25288","Bradley Hook","Greeneum"
"25289","Nadya Suleymanova","Greeneum"
"25290","Dmitry Tatievskyi","Greeneum"
"25291","Martin A. Bayugar","Greeneum"
"25292","Aki Baravalle","Greeneum"
"25293","Edward Gorbis","Greeneum"
"25294","Guillermo Wajner","Greeneum"
"25295","Rodrigo Rapoport","Greeneum"
"25296","Assaf Ben-Or","Greeneum"
"25297","Felix Lange","AppCoins"
"25298","Luís Guilherme","AppCoins"
"25299","João Castro","AppCoins"
"25300","Martin Užák","AppCoins"
"25301","Diogo Pires","AppCoins"
"25302","Luís Pinto","AppCoins"
"25303","João Casal","AppCoins"
"25304","Carolina Marçalo","AppCoins"
"25305","Ren Tang 唐人","AppCoins"
"25306","Tiago C. Alves","AppCoins"
"25307","Alvaro Pinto","AppCoins"
"25308","Paulo Trezentos","AppCoins"
"25309","Philemon Selvaraj","FintruX Network"
"25310","Douglas Thiessen","FintruX Network"
"25311","Aaron Xu","FintruX Network"
"25312","Gary Ng","FintruX Network"
"25313","Conrad Lin","FintruX Network"
"25314","Nelson Lin","FintruX Network"
"25315","Ryan Meyer","VeriSafe"
"25316","Robert Madaia","VeriSafe"
"25317","Menno Kater","VeriSafe"
"25318","Ann Kavitski","MODEL-X-coin"
"25319","John Taylor","MODEL-X-coin"
"25320","Peter Rakoni","MODEL-X-coin"
"25321","Marina Rojkova","MODEL-X-coin"
"25322","Ivan Abramov","MODEL-X-coin"
"25323","Tom Jerkins","MODEL-X-coin"
"25324","Robert Chomicz","MetaMorph"
"25325","Jesse Elizalde","MetaMorph"
"25326","Jean Auditor","MetaMorph"
"25327","Peter Trainer","MetaMorph"
"25328","Zelman Lew","MetaMorph"
"25329","Yashir Inidal","MetaMorph"
"25330","Jeff Caceres","MetaMorph"
"25331","Marwan Fikrat","MetaMorph"
"25332","Hamish Miller","MetaMorph"
"25333","Angelo Lauro","MetaMorph"
"25334","Tom Miller","MetaMorph"
"25335","Daniel Lew","MetaMorph"
"25336","Rory Ricord","XcelToken Plus"
"25337","Shermain Tan Ström","XcelToken Plus"
